PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20240102;01;2024;7662667;1;1;01;11;1;2593.6337893;11;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;600000;1;;;;;;;;;;;3
20240102;01;2024;7662668;1;1;01;11;1;3451.8007259;11;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;1100000;;;1;;;;;;;;;;2
20240102;01;2024;7662669;1;1;01;11;1;2136.2370513;11;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;1150000;;1;;;;;;;;;;3
20240102;01;2024;7662670;1;1;01;11;1;2704.779115;11;2;1;4;1;3;1;1;1;3;1;1;2;2;1;1;1;1;1;3;3;;;;;700000;;1;;;;;;;;;;2
20240102;01;2024;7662671;1;1;01;11;1;3028.2567358;11;2;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;700000;;1;;;;;;;;;;4
20240102;01;2024;7662672;1;1;01;11;1;4021.1181512;11;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;700000;;1;;;;;;;;;;2
20240102;01;2024;7662673;1;1;01;11;1;2928.1723279;11;1;1;4;1;1;1;1;1;3;1;1;4;2;1;1;1;1;1;3;2;;431000;100000000;600000;;;1;;;;;;;;;;3
20240102;01;2024;7662674;1;1;01;11;1;4376.9930325;11;2;1;4;1;1;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;300000;;1;;;;;;;;;;4
20240102;01;2024;7662675;1;1;01;11;1;6790.5276239;11;1;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;99;500000;;;1;;;;;;;;;;5
20240102;01;2024;7662676;1;1;01;11;1;4664.9158291;11;2;1;4;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;3;1;;;98;98;;;;;;;;;;1;;;3
20240102;01;2024;7662678;1;1;01;11;1;6337.9004797;11;3;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;1;6;;3;;;;;200000;;;;;;;;;1;;;1
20240102;01;2024;7662679;1;1;01;11;1;5133.7530793;11;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;900000;;;1;;;;;;;;;;2
20240102;01;2024;7662680;1;1;01;11;1;5673.8798569;11;2;1;4;1;2;1;1;1;3;1;1;2;2;1;1;1;1;1;3;3;;;;;650000;;1;;;;;;;;;;4
20240102;01;2024;7662681;1;1;01;11;1;2777.0855561;11;1;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;98;400000;;;1;;;;;;;;;;5
20240102;01;2024;7662682;1;1;01;11;1;3965.9946032;11;1;1;4;1;1;1;1;1;3;1;1;4;1;1;1;1;1;1;3;1;;;99;99;;;1;;;;;;;;;;1
20240102;01;2024;7662683;1;1;01;11;1;3468.9809527;11;2;1;4;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;3;;;;;500000;;1;;;;;;;;;;1
20240102;01;2024;7662685;1;1;01;11;1;3096.0091497;11;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;600000;;1;;;;;;;;;;2
20240102;01;2024;7662686;1;1;01;11;1;3841.1518059;11;4;1;4;1;2;2;1;1;3;1;1;1;1;1;1;1;1;6;;3;;;;;350000;;1;;;1;;1;;;;;1
20240102;01;2024;7662687;1;1;01;11;1;3320.6031535;11;2;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;3
20240102;01;2024;7662688;1;1;01;11;1;4750.7735437;11;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;600000;;;;;;;;;1;;;2
20240102;01;2024;7662689;1;1;01;11;1;4021.3381202;11;2;1;2;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;6;;;;550000;;;1;;;;;;;;;;3
20240102;01;2024;7662690;1;1;01;11;1;4397.4572507;11;2;1;4;1;3;2;1;1;3;1;1;4;2;1;1;1;1;1;1;1;;;30000000;800000;;;1;;;;;1;;;;;2
20240102;01;2024;7662691;1;1;01;11;1;3977.5385181;11;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;320000000;98;;;1;;;;1;;;;;;2
20240102;01;2024;7662692;1;1;01;11;1;3841.1518059;11;2;1;2;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;6;;;;500000;;;1;;1;;;;;;;;1
20240102;01;2024;7662693;1;1;01;11;1;5948.9919048;11;6;1;2;1;1;1;1;1;3;1;1;4;1;1;1;1;1;1;3;1;;;200000000;200000;;;1;;;;;;;;;;1
20240102;01;2024;7662695;1;1;01;11;1;4883.377022;11;2;1;4;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;3;1;;;500000000;98;;;1;;;;;;;;;;1
20240102;01;2024;7662697;1;1;01;11;1;5726.552326;11;2;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;3;;;;;1600000;1;1;;;;1;;;;;;1
20240102;01;2024;7662698;1;1;01;11;1;6947.6079881;11;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;620000;;1;;;;;;;;;;4
20240102;01;2024;7662699;1;1;01;11;1;5170.3879033;11;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;300000000;1600000;;;1;;;;;;;;;;3
20240102;01;2024;7662700;1;1;01;11;1;5040.5219404;11;1;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;2;;650000;99;700000;;;1;;1;;;;;;;;5
20240102;01;2024;7662701;1;1;01;11;1;2597.3917493;11;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;1200000;;;;;;;;;1;;;3
20240102;01;2024;7662702;1;1;01;11;1;4143.4601702;11;2;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;3;;;;;1000000;;1;;;;;1;;;;;2
20240102;01;2024;7662703;1;1;01;11;1;2746.5537836;11;1;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;970000;;1;;;;;1;;;;;5
20240102;01;2024;7662704;1;1;01;11;1;4701.5492765;11;2;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;3;;;;;1493000;;1;;;;;1;;;;;1
20240102;01;2024;7662705;1;1;01;11;1;2959.6224376;11;2;1;2;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;98;500000;;;;;;;;;;1;;;1
20240102;01;2024;7662706;1;1;01;11;1;3483.4543814;11;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;550000;;1;;;;1;1;;;;;3
20240102;01;2024;7662707;1;1;01;11;1;4267.696151;11;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;800000;;1;;;;;;;;;;2
20240102;01;2024;7662708;1;1;01;11;1;4518.6318627;11;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;850000;;1;;;;1;1;;;;;3
20240102;01;2024;7662710;1;1;01;11;1;4573.441886;11;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;2
20240102;01;2024;7662711;1;1;01;11;1;3334.0784119;11;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;800000;;;1;;;;;;;;;;2
20240102;01;2024;7662712;1;1;01;11;1;3927.1477537;11;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;2
20240101;01;2024;7662713;1;1;01;13;1;155.57692117;13;1;5;1;1;1;2;2;1;3;2;1;1;1;6;;1;9;5;5;5;;;;200000;;;;;;;;;;1;;;9
20240102;01;2024;7662714;1;1;01;13;1;293.38632001;13;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;650000;;1;;;;;;;;;;5
20240102;01;2024;7662715;1;1;01;13;1;533.33770283;13;2;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;4;3;3;;;;;250000;;;;;;;;;1;;;4
20240102;01;2024;7662716;1;1;01;13;1;205.56773828;13;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;500000;;1;;;;;;;;;;4
20240102;01;2024;7662717;1;1;01;13;1;143.42437174;13;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;400000;;;1;;;;;;;;;;5
20240102;01;2024;7662718;1;1;01;13;1;80.533935662;13;1;1;2;1;1;1;1;1;3;2;1;3;2;1;1;1;2;1;3;3;;;;;300000;;1;;;;;;;;;;9
20240102;01;2024;7662719;1;1;01;13;1;137.40599965;13;1;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;350000;;1;;;;;;;;;;6
20240102;01;2024;7662720;1;1;01;13;1;80.533935662;13;2;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;6;;;;400000;;;1;;;;;;;;;;7
20240102;01;2024;7662721;1;1;01;13;1;215.61589476;13;1;1;2;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;99;400000;;;1;;;;;;;;;;3
20240102;01;2024;7662722;1;1;01;13;1;250.85373659;13;2;1;2;1;1;2;1;1;3;1;1;2;1;1;1;1;1;6;;6;;;;300000;;;;;;;;;;1;;;1
20240102;01;2024;7662723;1;1;01;13;1;187.46113833;13;1;1;1;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;350000;;;;;;;;;1;;;5
20240102;01;2024;7662724;1;1;01;13;1;159.19015727;13;1;1;2;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;300000;;1;;;;;;;;;;6
20240102;01;2024;7662725;1;1;01;13;1;116.04238807;13;1;2;2;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;400000;;1;;;;;;;;;;6
20240102;01;2024;7662726;1;1;01;13;1;174.80791348;13;2;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;6;;;;400000;;;1;;;;;;;;;;5
20240102;01;2024;7662727;1;1;01;13;1;250.85373659;13;2;1;2;1;1;1;1;1;3;1;1;4;2;1;1;1;1;1;3;4;;;;400000;;;1;;;;;;;;;;1
20240102;01;2024;7662728;1;1;01;13;1;206.1404987;13;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;300000;;1;;;;;;;;;;3
20240102;01;2024;7662729;1;1;01;13;1;609.23945185;13;1;1;2;1;1;2;1;1;3;1;1;3;2;1;1;1;1;3;4;3;;;;;250000;;1;;;;;;;;;;3
20240102;01;2024;7662730;1;1;01;13;1;698.13078417;13;2;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;3;3;7;FAMILIAR;;;300000;;;1;;;;;;;;;;2
20240102;01;2024;7662731;1;1;01;13;1;677.08356842;13;1;5;1;1;1;2;1;1;3;1;1;2;1;1;1;1;1;4;4;7;FAMILIAR;;;200000;;;;;;;;;;1;;;2
20240102;01;2024;7662732;1;1;01;13;1;457.37907762;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;600000;;1;;;;;;;;;;3
20240102;01;2024;7662733;1;1;01;13;1;367.26942788;13;1;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;3;3;1;;;150000000;550000;;;;;;;;;;1;;;2
20240102;01;2024;7662734;1;1;01;13;1;411.50289041;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;500000;;1;;;;;;;;;;5
20240102;01;2024;7662735;1;1;01;13;1;527.59758578;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;600000;;;;;;;;;;1;;;2
20240102;01;2024;7662736;1;1;01;13;1;399.47606735;13;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;350000;;;;;;;;;1;;;5
20240102;01;2024;7662737;1;1;01;13;1;411.01754389;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;1;;;98;500000;;;1;;;;;;;;;;3
20240102;01;2024;7662738;1;1;01;13;1;477.34779377;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;500000;;;;;;;;;1;;;4
20240102;01;2024;7662739;1;1;01;13;1;489.87694147;13;1;1;4;1;2;1;1;1;3;1;1;4;2;1;1;1;1;1;3;4;;;;500000;;;1;;;;;;;;;;3
20240102;01;2024;7662740;1;1;01;13;1;570.19649517;13;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;500000;;;;;;;;;1;;;2
20240102;01;2024;7662741;1;1;01;13;1;623.06204055;13;2;1;2;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;3;4;;;;350000;;;;;;;;;;1;;;1
20240102;01;2024;7662742;1;1;01;13;1;472.52397869;13;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;4;3;6;;;;400000;;;1;;;;;;;;;;3
20240102;01;2024;7662743;1;1;01;13;1;267.1008689;13;1;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;3;3;6;;;;850000;;;1;;;;;;;;;;3
20240102;01;2024;7662744;1;1;01;13;1;335.76629884;13;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;98;900000;;;1;;;;;;;;;;2
20240102;01;2024;7662745;1;1;01;13;1;338.48765293;13;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;600000;;1;;;;;;;;;;2
20240102;01;2024;7662746;1;1;01;13;1;291.95240915;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;780000;;;;;;;;;1;;;2
20240102;01;2024;7662747;1;1;01;13;1;318.58077071;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;600000;;1;;;;;;;;;;3
20240102;01;2024;7662748;1;1;01;13;1;324.84652627;13;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;180000000;600000;;;1;;;;;;;;;;1
20240102;01;2024;7662749;1;1;01;13;1;354.00771366;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;200000000;800000;;;1;;;;;;;;;;2
20240102;01;2024;7662750;1;1;01;13;1;337.70643626;13;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;6;;;;600000;;;1;;;;;;;;;;2
20240102;01;2024;7662751;1;1;01;13;1;158.21770985;13;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;550000;;1;;;;;;;;;;6
20240102;01;2024;7662753;1;1;01;13;1;358.20014415;13;2;1;4;1;1;1;1;1;3;1;1;2;1;1;1;1;1;3;3;4;;;;450000;;;1;;;;;;;;;;5
20240102;01;2024;7662754;1;1;01;13;1;317.86432577;13;1;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;3;3;1;;;30000000;400000;;;;;;;;;;1;;;6
20240102;01;2024;7662755;1;1;01;13;1;427.34162162;13;2;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;3;3;;;;;100000;;;;;;;;;1;;;2
20240102;01;2024;7662756;1;1;01;13;1;341.91185636;13;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;1;;;98;600000;;;;;;;;;;1;;;3
20240102;01;2024;7662757;1;1;01;13;1;205.18578187;13;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;400000;;;;;;;;;1;;;10
20240102;01;2024;7662758;1;1;01;13;1;345.26885326;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;750000;;1;;;;;;;;;;4
20240102;01;2024;7662760;1;1;01;13;1;272.90011381;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;6;;;;500000;;;1;;;;;;;;;;4
20240102;01;2024;7662761;1;1;01;13;1;360.11527698;13;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;3;3;1;;;98;780000;;;1;;;;;;;;;;4
20240102;01;2024;7662763;1;1;01;13;1;460.85146533;13;1;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;500000;;1;;;;;;;;;;3
20240102;01;2024;7662764;1;1;01;13;1;312.99674647;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;3;3;3;;;;;750000;;1;;;;;;;;;;5
20240102;01;2024;7662765;1;1;01;13;1;405.34468802;13;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;600000;;;;;;;;;1;;;3
20240102;01;2024;7662766;1;1;01;13;1;398.10794161;13;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;4;;;;500000;;;;;;;;;;1;;;4
20240102;01;2024;7662767;1;1;01;13;1;666.33023781;13;2;1;4;1;4;1;1;1;3;1;1;2;1;1;1;1;1;1;3;6;;;;600000;;;1;;;;;;;;;;1
20240102;01;2024;7662768;1;1;01;13;1;666.33023781;13;2;1;4;1;4;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;750000;;1;;;;;;;;;;1
20240102;01;2024;7662769;1;1;01;13;1;666.33023781;13;2;1;4;1;4;1;1;1;3;1;1;3;1;1;1;1;1;1;3;6;;;;800000;;;1;;;;;;;;;;1
20240102;01;2024;7662770;1;1;01;13;1;639.33110047;13;2;1;4;1;4;1;1;1;3;1;1;3;1;1;1;1;1;3;3;6;;;;700000;;;1;;;;;;;;;;1
20240102;01;2024;7662771;1;1;01;13;1;257.09169856;13;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;3;3;2;;1000000;98;1000000;;;1;;;;;1;;;;;3
20240102;01;2024;7662772;1;1;01;13;1;387.68304745;13;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;3;3;3;;;;;880000;;1;;;;;1;;;;;1
20240102;01;2024;7662773;1;1;01;13;1;255.74424953;13;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;3;3;1;;;98;1200000;;;1;;;;;1;;;;;3
20240102;01;2024;7662774;1;1;01;13;1;568.60180293;13;2;1;4;1;6;1;1;1;7;1;1;4;1;1;1;1;1;1;3;1;;;950000000;98;;;1;;;;1;1;;;;;1
20240102;01;2024;7662775;1;1;01;13;1;442.19747242;13;2;1;4;1;6;1;1;1;7;1;1;4;2;1;1;1;1;1;3;3;;;;;3500000;;1;;;;1;1;;;;;3
20240102;01;2024;7662776;1;1;01;13;1;284.12120399;13;1;1;2;1;2;1;1;1;3;1;1;3;1;1;1;1;1;3;3;1;;;98;500000;;;;;;;;;;1;;;2
20240102;01;2024;7662777;1;1;01;13;1;284.12120399;13;2;1;4;1;2;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;98;450000;;;;;;;;;;1;;;2
20240102;01;2024;7662778;1;1;01;13;1;245.52451788;13;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;450000;;1;;;;;;;;;;4
20240102;01;2024;7662779;1;1;01;13;1;248.71767014;13;1;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;3;3;1;;;100000000;600000;;;1;;;;;;;;;;3
20240102;01;2024;7662780;1;1;01;13;1;263.3990345;13;2;1;4;1;2;1;1;1;3;1;1;2;1;1;1;1;1;3;3;3;;;;;500000;;1;;;;;;;;;;4
20240102;01;2024;7662781;1;1;01;13;1;470.87542555;13;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;3;3;2;;600000;100000000;1100000;;;1;;;;;;;;;;3
20240102;01;2024;7662782;1;1;01;13;1;633.69076061;13;2;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;1;;;98;1200000;;;1;;;;;;;;;;1
20240102;01;2024;7662783;1;1;01;13;1;633.69076061;13;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;6;;;;1300000;;;1;;;;;;;;;;1
20240102;01;2024;7662784;1;1;01;13;1;633.69076061;13;2;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;1;;;98;1200000;;;1;;;;;1;;;;;1
20240102;01;2024;7662785;1;1;01;13;1;377.06782456;13;2;1;4;1;6;1;1;1;7;1;1;4;3;1;1;1;1;1;3;2;;2900000;99;3000000;;;1;;;;1;1;;;;;3
20240102;01;2024;7662786;1;1;01;13;1;495.30277319;13;2;1;4;1;6;1;1;1;7;1;1;4;3;1;1;1;1;1;3;1;;;900000000;3000000;;;1;;;;1;1;;;;;2
20240102;01;2024;7662787;1;1;01;15;1;95.829800767;15;1;1;4;1;4;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;580000;;;;;;;;;1;;;2
20240102;01;2024;7662788;1;1;01;15;1;105.20570343;15;1;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;300000;;;;;;;;;1;;;6
20240102;01;2024;7662789;1;1;01;15;1;119.49603248;15;2;1;4;1;2;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;50000000;500000;;;;;;;;;;1;;;5
20240102;01;2024;7662790;1;1;01;15;1;113.8748844;15;2;1;4;1;1;1;1;1;3;1;1;3;3;1;1;1;1;1;3;3;;;;;500000;;;;;;;;;1;;;4
20240102;01;2024;7662791;1;1;01;15;1;86.974495127;15;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;99;1000000;;;1;;;;;1;;;;;3
20240102;01;2024;7662792;1;1;01;15;1;112.46723422;15;1;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;500000;;;;;;;;;1;;;4
20240102;01;2024;7662793;1;1;01;15;1;87.787736507;15;1;1;4;1;4;1;1;1;3;1;1;4;1;1;1;1;1;1;3;1;;;99;99;;;1;;;;;;;;;;1
20240102;01;2024;7662794;1;1;01;15;1;94.911752694;15;3;1;4;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;3;;;;;300000;;;;;;;;;1;;;1
20240102;01;2024;7662795;1;1;01;15;1;99.901586389;15;2;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;180000000;500000;;;1;;;;;1;;;;;4
20240102;01;2024;7662796;1;1;01;15;1;119.825379;15;2;1;4;1;2;1;1;1;3;1;1;3;2;1;1;1;1;1;3;2;;400000;98;650000;;;1;;1;;;;;;;;4
20240102;01;2024;7662797;1;1;01;15;1;94.120655184;15;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;500000;;1;;;;1;1;;;;;3
20240102;01;2024;7662798;1;1;01;15;1;79.612449868;15;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;3;;;;;792000;;;;;;1;;;;;;2
20240102;01;2024;7662799;1;1;01;15;1;112.21975417;15;1;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;2;;600000;250000000;800000;;;1;;1;;;1;;;;;2
20240102;01;2024;7662800;1;1;01;15;1;87.439555646;15;2;1;4;1;3;1;1;1;3;1;1;3;1;1;1;1;1;1;3;2;;1100000;420000000;900000;;;1;1;1;;1;1;;;;;2
20240102;01;2024;7662801;1;1;01;15;1;89.442432756;15;1;1;4;1;3;1;1;1;3;1;1;5;2;1;1;1;1;1;3;1;;;300000000;1000000;;;1;;;;;;;;;;2
20240102;01;2024;7662802;1;1;01;15;1;89.861188835;15;1;1;4;1;3;1;1;1;3;1;1;5;1;1;1;1;1;1;3;4;;;;600000;;;1;;;;;;;;;;2
20240102;01;2024;7662803;1;1;01;15;1;133.13930999;15;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;550000;;;;;;;;;1;;;4
20240102;01;2024;7662804;1;1;01;15;1;106.85905947;15;2;1;4;1;3;1;1;1;3;1;1;7;6;1;1;1;1;1;3;4;;;;500000;;;1;;;;1;;;;;;8
20240102;01;2024;7662805;1;1;01;15;1;103.97012585;15;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;500000;;;;;;1;;;;;;1
20240102;01;2024;7662806;1;1;01;15;1;105.45750299;15;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;1;3;1;;;200000000;500000;;;;;;;;;;1;;;1
20240102;01;2024;7662807;1;1;01;15;1;101.58856891;15;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;600000;;1;;;;;;;;;;4
20240102;01;2024;7662808;1;1;01;15;1;103.97012585;15;2;1;4;1;3;2;1;1;3;1;1;2;1;1;1;1;1;1;4;3;;;;;400000;;1;;;;;1;;;;;1
20240102;01;2024;7662809;1;1;01;15;1;77.655070386;15;1;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;2;;1000000;350000000;1200000;;;1;;1;;;;;;;;1
20240102;01;2024;7662810;1;1;01;15;1;74.727080215;15;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;680000;;1;;;;;;;;;;2
20240102;01;2024;7662811;1;1;01;15;1;78.114805528;15;1;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;99;800000;;;1;;;;;;;;;;3
20240102;01;2024;7662812;1;1;01;15;1;84.389933748;15;1;1;4;1;3;1;1;1;3;1;1;4;1;1;1;1;1;1;3;4;;;;1000000;;;1;;;;;;;;;;1
20240102;01;2024;7662813;1;1;01;15;1;81.69198985;15;2;1;4;1;3;1;1;1;3;1;1;2;1;1;1;1;1;1;3;3;;;;;600000;;;;;;;;;1;;;2
20240102;01;2024;7662814;1;1;01;15;1;87.051153608;15;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;200000000;1000000;;;1;;;;;;;;;;3
20240102;01;2024;7662815;1;1;01;15;1;68.732401159;15;2;1;4;1;3;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;600000;;1;;;;;1;;;;;3
20240102;01;2024;7662816;1;1;01;15;1;87.437684899;15;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;4;;;;800000;;;1;;;;;;;;;;2
20240102;01;2024;7662817;1;1;01;15;1;80.955378912;15;1;1;4;1;3;2;1;1;3;1;1;4;2;1;1;1;1;1;4;1;;;100000000;500000;;;1;;;;;;;;;;2
20240102;01;2024;7662818;1;1;01;15;1;79.876612298;15;1;1;4;1;2;1;1;1;3;1;1;4;1;1;1;1;1;1;3;1;;;120000000;800000;;;;;;;;;;1;;;2
20240102;01;2024;7662819;1;1;01;15;1;80.955378912;15;2;1;4;1;3;1;1;1;3;1;1;4;2;1;1;1;1;1;3;1;;;99;800000;;;1;;;;;;;;;;2
20240102;01;2024;7662820;1;1;01;15;1;93.359730499;15;2;1;4;1;3;1;1;1;3;1;1;4;3;1;1;1;1;1;3;3;;;;;700000;;1;;;;1;;;;;;5
