PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20240104;01;2024;7664203;1;1;1;70;;2;1602.1942975;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664203;1;3;1;70;;2;1602.1942975;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664203;1;4;1;70;;2;1602.1942975;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664203;1;5;1;70;;2;1602.1942975;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664207;1;1;1;70;;2;1726.8353049;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664207;1;2;1;70;;2;1726.8353049;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664208;1;1;1;70;;2;2025.3375598;44;;2;1;24;4;;;48;1000000;1;38;2;3;4;2;2;2;;2;;8321;6121;01;0143;
20240104;01;2024;7664208;1;2;1;70;;2;2025.3375598;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664209;1;1;1;70;;2;1400.3530141;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664210;1;1;1;70;;2;1733.2684098;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664211;1;1;1;70;;2;1248.9788874;44;1;;;;;;;;;1;36;2;7;4;1;2;2;;2;;.;6114;01;0111;
20240104;01;2024;7664211;1;2;1;70;;2;1248.9788874;44;1;;;;;;;;;1;60;2;7;4;1;2;2;;2;;.;7332;13;1394;
20240104;01;2024;7664213;1;2;1;70;;1;4811.139261;25;;1;1;4;1;;;47;1160000;1;1;0;8;1;3;2;2;;1;240000;6113;9412;56;5611;
20240104;01;2024;7664213;1;3;1;70;;1;4811.139261;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664217;1;2;1;70;;1;4433.6954508;25;;1;1;2;1;;;48;1400000;1;1;4;8;1;2;2;2;;2;;5223;5223;47;4723;
20240104;01;2024;7664217;1;3;1;70;;1;4433.6954508;25;1;;;;;;;;;2;;;;;;;2;;1;114000;.;.;;.;
20240104;01;2024;7664217;1;4;1;70;;1;4433.6954508;25;;1;1;2;1;;;48;1400000;1;1;4;8;1;8;2;2;;2;;8142;8131;20;2012;
20240104;01;2024;7664219;1;2;1;70;;1;5996.3244018;25;1;;;;;;;;;1;372;5;3;3;1;2;2;;2;;.;9111;97;9700;
20240104;01;2024;7664220;1;1;1;70;;1;7519.1291249;25;1;;;;;;;;;1;48;1;5;1;10;2;3;;2;;.;9214;01;0125;
20240104;01;2024;7664221;1;1;1;70;;1;4051.6704484;25;1;;;;;;;;;1;1;1;8;1;4;2;2;;2;;.;6111;01;0113;
20240104;01;2024;7664223;1;1;1;70;;1;4288.9640124;25;1;;;;;;;;;1;12;0;5;4;1;2;3;;2;;.;1412;56;5630;
20240104;01;2024;7664223;1;2;1;70;;1;4288.9640124;25;1;;;;;;;;;1;60;0;5;1;9;2;3;;2;;.;9214;01;0125;
20240104;01;2024;7664226;1;1;1;70;;1;4101.343159;25;1;;;;;;;;;1;480;1;5;1;4;2;3;;2;;.;6113;01;0125;
20240104;01;2024;7664228;1;2;1;70;;1;3891.2959207;25;1;;;;;;;;;1;3;5;5;1;9;2;3;;2;;.;6113;01;0125;
20240104;01;2024;7664228;1;3;1;70;;1;3891.2959207;25;;1;1;2;1;;;48;1400000;2;;;;;;;2;;2;;8323;;;;
20240104;01;2024;7664229;1;3;1;70;;1;5593.8009166;25;;1;1;2;1;;;47;1300000;1;0;2;8;4;10;2;2;;1;3000000;4110;4321;84;8412;
20240104;01;2024;7664230;1;2;1;70;;1;4952.0416592;25;1;;;;;1;;47;1160000;1;1;0;8;4;1;2;2;;1;100000;.;3322;47;4792;
20240104;01;2024;7664232;1;2;1;70;;1;5046.6674508;25;;1;1;4;1;;;48;1300000;1;2;1;8;1;2;2;2;;2;;5112;5112;49;4921;
20240104;01;2024;7664232;1;3;1;70;;1;5046.6674508;25;;1;1;4;1;;;48;2000000;1;3;1;7;1;4;2;2;;2;;4311;4311;64;6412;
20240104;01;2024;7664232;1;4;1;70;;1;5046.6674508;25;;1;1;4;1;;;48;1800000;1;1;1;8;1;4;2;2;;2;;2412;2412;64;6423;
20240104;01;2024;7664232;1;5;1;70;;1;5046.6674508;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664233;1;3;1;70;;1;5233.6666682;25;;1;1;1;1;;;48;2000000;2;;;;;;;2;;2;;2145;;;;
20240104;01;2024;7664234;1;1;1;70;;1;4397.1117699;25;1;;;;;;;;;1;24;1;8;3;1;2;2;;2;;.;9111;97;9700;
20240104;01;2024;7664237;1;1;1;70;;1;5557.8854646;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664238;1;2;1;70;;1;5708.7752603;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664238;1;3;1;70;;1;5708.7752603;25;1;;;;;;;;;1;456;1;3;1;4;2;2;;2;;.;8153;14;1410;
20240104;01;2024;7664240;1;1;1;70;;1;4475.801256;25;;1;1;2;3;;;48;1300000;1;3;1;8;1;9;2;2;;2;;9111;9112;81;8121;
20240104;01;2024;7664241;1;2;1;70;;2;509.69693742;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664242;1;1;1;70;;2;212.95761708;18;1;;;;;;;;;1;66;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7664244;1;2;1;70;;2;680.88581549;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664245;1;2;1;70;;2;399.78081741;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664245;1;3;1;70;;2;399.78081741;18;1;;;;;;;;;1;180;0;4;4;1;2;2;;2;;.;1311;01;0141;
20240104;01;2024;7664245;1;4;1;70;;2;399.78081741;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664246;1;2;1;70;;2;205.36547711;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664247;1;2;1;70;;2;566.08878628;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664248;1;2;1;70;;2;246.68874569;18;1;;;;;;;;;1;120;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240104;01;2024;7664249;1;2;1;70;;2;407.67575475;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664250;1;2;1;70;;2;310.14516608;18;1;;;;;;;;;1;384;0;3;1;2;2;2;;2;;.;1420;47;4771;
20240104;01;2024;7664251;1;2;1;70;;2;228.45844816;18;;1;1;4;3;;;24;400000;1;1;0;8;3;1;2;2;;2;;9111;9111;97;9700;
20240104;01;2024;7664252;1;2;1;70;;2;441.97900507;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664254;1;2;1;70;;2;334.27434768;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664255;1;1;1;70;;2;411.37746411;18;1;;;;;;;;;1;24;0;4;5;2;2;2;;2;;.;1311;01;0141;
20240104;01;2024;7664256;1;2;1;70;;2;282.66418777;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664257;1;1;1;70;;2;270.49857338;18;1;;;;;;;;;1;48;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7664257;1;2;1;70;;2;270.49857338;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664257;1;4;1;70;;2;270.49857338;18;1;;;;;;;;;1;180;0;4;4;1;2;2;;2;;.;6111;01;0161;
20240104;01;2024;7664258;1;3;1;70;;2;201.78030111;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664260;1;1;1;70;;2;585.65767637;18;1;;;;;;;;;1;300;0;4;4;1;2;2;;2;;.;9212;01;0162;
20240104;01;2024;7664260;1;2;1;70;;2;585.65767637;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664260;1;3;1;70;;2;585.65767637;18;1;;;;;;;;;1;48;0;4;4;1;2;2;;2;;.;9212;01;0162;
20240104;01;2024;7664260;1;4;1;70;;2;585.65767637;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664261;1;2;1;70;;2;355.16323026;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664263;1;2;1;70;;2;441.97900507;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664265;1;1;1;70;;1;278.13817034;18;1;;;;;;;;;1;12;0;4;1;4;2;2;;2;;.;1411;55;5511;
20240104;01;2024;7664268;1;1;1;70;;1;437.46634214;18;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;9214;81;8130;
20240104;01;2024;7664268;1;2;1;70;;1;437.46634214;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664268;1;3;1;70;;1;437.46634214;18;1;;;;;2;5;;1000000;1;2;0;4;4;1;2;2;;2;;.;9214;81;8130;
20240104;01;2024;7664269;1;1;1;70;;1;321.88537262;18;1;;;;;;;;;1;24;0;4;4;1;2;2;;2;;.;5212;56;5619;
20240104;01;2024;7664270;1;3;1;70;;1;310.15856324;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664271;1;1;1;70;;1;212.43838964;18;;1;1;2;4;;;40;800000;1;5;0;7;3;1;2;2;;1;200000;9112;9111;97;9700;
20240104;01;2024;7664271;1;2;1;70;;1;212.43838964;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664273;1;1;1;70;;1;295.62360788;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664274;1;2;1;70;;1;281.9492932;18;1;;;;;;;;;1;2;0;3;4;1;2;2;;2;;.;5120;56;5619;
20240104;01;2024;7664274;1;4;1;70;;1;281.9492932;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664274;1;5;1;70;;1;281.9492932;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664276;1;1;1;70;;1;169.95071171;18;;2;1;208;1;;;48;1300000;1;48;0;3;1;3;2;2;;1;200000;5223;5223;47;4741;
20240104;01;2024;7664276;1;2;1;70;;1;169.95071171;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664277;1;2;1;70;;1;248.1268506;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664278;1;2;1;70;;1;386.16605255;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664279;1;1;1;70;;1;257.5082981;18;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7664281;1;1;1;70;;1;283.55658618;18;1;;;;;;;;;1;9;0;3;1;6;2;2;;2;;.;4120;10;1040;
20240104;01;2024;7664283;1;1;1;70;;1;222.51053627;18;1;;;;;;;;;1;48;0;4;3;1;2;2;;1;150000;.;9111;97;9700;
20240104;01;2024;7664284;1;1;1;70;;2;93.871841611;15;1;;;;;;;;;1;68;1;4;4;4;2;2;;2;;.;6111;01;0113;
20240104;01;2024;7664284;1;2;1;70;;2;93.871841611;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664285;1;3;1;70;;2;251.28842155;15;1;;;;;1;;12;500000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664285;1;4;1;70;;2;251.28842155;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664287;1;2;1;70;;2;134.30204508;15;1;;;;;;;;;1;120;1;5;4;1;2;2;;2;;.;5120;56;5619;
20240104;01;2024;7664288;1;2;1;70;;2;170.76035422;15;1;;;;;;;;;1;3;0;8;1;4;2;2;;2;;.;9211;01;0113;
20240104;01;2024;7664289;1;2;1;70;;2;161.45057112;15;1;;;;;;;;;1;60;0;8;4;4;2;2;;2;;.;9211;01;0113;
20240104;01;2024;7664289;1;4;1;70;;2;161.45057112;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664290;1;2;1;70;;2;227.71051992;15;1;;;;;2;5;;1000000;1;150;1;3;1;6;2;2;;2;;.;5152;56;5629;
20240104;01;2024;7664290;1;4;1;70;;2;227.71051992;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664293;1;1;1;70;;2;126.6964634;15;1;;;;;;;;;1;72;1;5;4;3;2;2;;2;;.;6111;01;0113;
20240104;01;2024;7664294;1;1;1;70;;1;1658.1883452;15;;2;1;16;1;;;48;1300000;1;0;1;8;4;2;2;2;;1;500000;7131;7131;43;4330;
20240104;01;2024;7664295;1;1;1;70;;1;1461.8626249;15;1;;;;;;;;;1;24;0;4;5;2;2;3;;2;;.;3322;46;4620;
20240104;01;2024;7664295;1;2;1;70;;1;1461.8626249;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664296;1;3;1;70;;1;1847.4784489;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664299;1;1;1;70;;1;3239.3546802;15;1;;;;;;;;;1;330;1;5;1;10;2;3;;2;;.;8342;23;2394;
20240104;01;2024;7664299;1;2;1;70;;1;3239.3546802;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664300;1;1;1;70;;1;3321.036164;15;1;;;;;;;;;1;180;0;7;4;1;2;1;2;2;;.;5223;47;4774;
20240104;01;2024;7664301;1;2;1;70;;1;3239.3546802;15;1;;;;;;;;;1;96;0;5;4;1;2;3;;2;;.;2611;69;6910;
20240104;01;2024;7664310;1;2;1;70;;1;3320.427711;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664312;1;2;1;70;;1;2660.9731161;15;1;;;;;2;5;;1300000;1;1;0;2;1;3;2;2;;1;240000;.;5131;56;5611;
20240104;01;2024;7664314;1;3;1;70;;1;2909.0658744;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664315;1;2;1;70;;1;3793.4948373;15;;2;1;259;1;;;25;1300000;1;240;0;3;1;5;2;2;;2;;5223;5230;47;4719;
20240104;01;2024;7664315;1;3;1;70;;1;3793.4948373;15;1;;;;;1;;40;1300000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664315;1;4;1;70;;1;3793.4948373;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664316;1;2;1;70;;1;4741.5890521;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664317;1;3;1;70;;1;4741.5890521;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664320;1;2;1;70;;1;4140.8901465;15;1;;;;;;;;;1;48;1;9;1;4;2;2;;2;;.;9412;56;5611;
20240104;01;2024;7664320;1;4;1;70;;1;4140.8901465;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664320;1;5;1;70;;1;4140.8901465;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664322;1;1;1;70;;2;753.37900937;15;;1;1;2;4;;;30;900000;1;1;2;9;4;1;2;2;;2;;2355;2355;85;8559;
20240104;01;2024;7664324;1;1;1;70;;2;568.56870533;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664324;1;2;1;70;;2;568.56870533;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664325;1;2;1;70;;2;906.60495439;15;;1;1;3;4;;;40;2000000;1;2;1;8;4;10;2;2;;2;;2320;2320;85;8551;
20240104;01;2024;7664328;1;1;1;70;;2;753.37900937;15;1;;;;;;;;;1;24;0;4;4;5;2;2;;2;;.;6111;01;0113;
20240104;01;2024;7664332;1;2;1;70;;2;600.39914484;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664334;1;1;1;70;;2;882.2464715;15;1;;;;;;;;;1;24;0;5;5;4;2;3;;2;;.;3123;41;4111;
20240104;01;2024;7664335;1;1;1;70;;2;444.8472508;15;1;;;;;2;5;;600000;1;24;0;7;4;3;2;2;;2;;.;9211;01;0113;
20240104;01;2024;7664335;1;3;1;70;;2;444.8472508;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664336;1;1;1;70;;2;882.2464715;15;1;;;;;;;;;1;60;1;5;1;3;2;2;;2;;.;8332;49;4923;
20240104;01;2024;7664337;1;1;1;70;;2;587.34627781;15;1;;;;;;;;;1;360;0;4;4;4;2;2;;2;;.;6111;01;0113;
20240104;01;2024;7664338;1;1;1;70;;2;540.41810952;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664338;1;2;1;70;;2;540.41810952;15;1;;;;;;;;;1;60;0;4;1;3;2;2;;2;;.;7522;31;3110;
20240104;01;2024;7664338;1;3;1;70;;2;540.41810952;15;1;;;;;;;;;1;360;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240104;01;2024;7664338;1;4;1;70;;2;540.41810952;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664339;1;2;1;70;;2;652.15092033;15;1;;;;;;;;;1;180;0;3;1;2;2;2;;2;;.;5131;56;5611;
20240104;01;2024;7664339;1;3;1;70;;2;652.15092033;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664339;1;5;1;70;;2;652.15092033;15;1;;;;;;;;;1;60;0;4;4;5;2;2;;2;;.;5120;81;8121;
20240104;01;2024;7664340;1;2;1;70;;2;601.48031556;15;1;;;;;;;;;1;24;0;9;4;1;2;2;;2;;.;5223;47;4721;
20240104;01;2024;7664341;1;1;1;70;;2;600.39914484;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664341;1;2;1;70;;2;600.39914484;15;1;;;;;;;;;1;56;1;4;1;4;2;2;;2;;.;7522;31;3110;
20240104;01;2024;7664343;1;2;1;70;;1;4759.2812502;15;1;;;;;;;;;1;168;0;3;1;4;2;2;;2;;.;5245;47;4731;
20240104;01;2024;7664343;1;3;1;70;;1;4759.2812502;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664344;1;1;1;70;;1;2147.7782052;15;1;;;;;2;5;;1000000;1;76;1;3;1;8;2;2;;2;;.;7522;31;3110;
20240104;01;2024;7664344;1;3;1;70;;1;2147.7782052;15;;1;1;4;1;;;40;1400000;1;1;0;8;1;6;2;2;;2;;9313;7522;31;3110;
20240104;01;2024;7664349;1;1;1;70;;2;1970.4859736;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664350;1;1;1;70;;2;3105.8522503;15;1;;;;;;;;;1;12;0;4;1;7;2;2;;2;;.;9313;41;4111;
20240104;01;2024;7664350;1;2;1;70;;2;3105.8522503;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664350;1;3;1;70;;2;3105.8522503;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664351;1;1;1;70;;2;1346.6949784;15;1;;;;;;;;;1;40;0;8;4;1;2;2;;2;;.;9111;81;8121;
20240104;01;2024;7664352;1;1;1;70;;2;1374.0938079;15;1;;;;;;;;;1;96;0;4;1;8;2;2;;2;;.;9313;42;4210;
20240104;01;2024;7664353;1;1;1;70;;2;1881.864513;15;1;;;;;;;;;1;324;0;3;4;1;2;2;;2;;.;5223;47;4759;
20240104;01;2024;7664353;1;2;1;70;;2;1881.864513;15;;2;1;24;2;;;40;1500000;1;36;0;8;4;1;2;2;;2;;2353;2353;85;8559;
20240104;01;2024;7664353;1;3;1;70;;2;1881.864513;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664354;1;1;1;70;;2;1344.2205745;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664355;1;1;1;70;;2;1782.0169656;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664355;1;2;1;70;;2;1782.0169656;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664356;1;1;1;70;;2;1344.2205745;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664358;1;1;1;70;;2;2332.4267901;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664358;1;3;1;70;;2;2332.4267901;15;;1;1;12;1;;;47;1160000;1;3;0;8;1;7;2;2;;2;;5414;5414;80;8010;
20240104;01;2024;7664358;1;4;1;70;;2;2332.4267901;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664359;1;1;1;70;;1;2446.3095145;15;1;;;;;;;;;1;96;0;5;4;1;2;2;;2;;.;6111;01;0111;
20240104;01;2024;7664359;1;2;1;70;;1;2446.3095145;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664359;1;4;1;70;;1;2446.3095145;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664361;1;3;1;70;;1;2006.7944955;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664362;1;1;1;70;;1;1672.1185055;15;1;;;;;;;;;1;144;1;5;2;10;2;3;;2;;.;4110;61;6110;
20240104;01;2024;7664364;1;2;1;70;;1;2185.5747759;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664364;1;3;1;70;;1;2185.5747759;15;;1;1;12;1;;;47;1160000;1;1;0;8;4;7;2;2;;2;;7411;7411;84;8412;
20240104;01;2024;7664364;1;4;1;70;;1;2185.5747759;15;;1;1;8;1;;;47;1160000;1;2;0;8;1;2;2;2;;2;;5131;7512;10;1081;
20240104;01;2024;7664365;1;2;1;70;;1;1575.7763001;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664365;1;3;1;70;;1;1575.7763001;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664365;1;4;1;70;;1;1575.7763001;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664365;1;5;1;70;;1;1575.7763001;15;1;;;;;;;;;1;60;0;4;1;2;2;2;;2;;.;7512;10;1081;
20240104;01;2024;7664365;1;6;1;70;;1;1575.7763001;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664365;1;7;1;70;;1;1575.7763001;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664366;1;1;1;70;;2;1034.0158266;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664367;1;1;1;70;;2;1034.0158266;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664368;1;1;1;70;;2;1056.9952368;15;1;;;;;;;;;1;120;0;4;4;4;2;2;;2;;.;6121;01;0141;
20240104;01;2024;7664368;1;2;1;70;;2;1056.9952368;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664369;1;2;1;70;;2;1920.8062463;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664370;1;1;1;70;;2;1553.1839546;15;1;;;;;;;;;1;240;0;4;4;5;2;2;;2;;.;1311;01;0141;
20240104;01;2024;7664371;1;1;1;70;;2;2176.0465978;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664371;1;3;1;70;;2;2176.0465978;15;;1;1;8;1;;;40;600000;1;2;1;1;4;1;2;2;;2;;9211;9211;01;0161;
20240104;01;2024;7664371;1;4;1;70;;2;2176.0465978;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664371;1;5;1;70;;2;2176.0465978;15;1;;;;;1;;40;600000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664371;1;6;1;70;;2;2176.0465978;15;1;;;;;1;;40;600000;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664372;1;1;1;70;;2;1553.1839546;15;1;;;;;;;;;1;48;1;4;4;1;2;2;;2;;.;6121;01;0141;
20240104;01;2024;7664373;1;4;1;70;;2;783.14805951;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664374;1;1;1;70;;2;1553.1839546;15;1;;;;;;;;;1;200;1;5;2;10;2;3;;2;;.;2330;85;8530;
20240104;01;2024;7664375;1;2;1;70;;2;2419.1021459;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664376;1;1;1;70;;2;783.14805951;15;1;;;;;;;;;1;1;2;4;4;1;2;2;;1;900000;.;9212;01;0141;
20240104;01;2024;7664377;1;1;1;70;;2;2395.9264847;15;;2;1;14;4;;;47;1160000;1;3;0;1;1;5;2;2;;2;;9211;7126;43;4322;
20240104;01;2024;7664377;1;2;1;70;;2;2395.9264847;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664377;1;3;1;70;;2;2395.9264847;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664377;1;4;1;70;;2;2395.9264847;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664378;1;1;1;70;;2;1034.0158266;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664379;1;1;1;70;;1;1914.3746223;15;1;;;;;;;;;1;120;1;6;4;1;2;2;;2;;.;5221;47;4741;
20240104;01;2024;7664380;1;2;1;70;;1;2470.3872797;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664380;1;3;1;70;;1;2470.3872797;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664381;1;2;1;70;;1;1543.055571;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664382;1;1;1;70;;1;1543.055571;15;1;;;;;;;;;1;24;1;3;4;1;2;2;;2;;.;9211;01;0111;
20240104;01;2024;7664382;1;2;1;70;;1;1543.055571;15;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240104;01;2024;7664383;1;1;1;70;;1;3095.2805084;15;;1;1;2;4;;;40;3000000;1;1;0;8;4;10;2;2;;1;1600000;1112;4110;84;8412;
20240104;01;2024;7664383;1;2;1;70;;1;3095.2805084;15;1;;;;;;;;;1;24;0;8;4;8;2;2;;2;;.;4110;84;8412;
